Student_ID,Age,Gender,Field_of_Study,Skill_Level,IoT_Attendance_Rate,IoT_Practical_Score,IoT_Focus_Level,IoT_Engagement_Score,Employment_Preference,Match_Score,Confidence_Level
S0192,24,Female,IT,67,99.66275077114821,95.95329270515873,0.37736317679665077,0.8865954415023983,IT Support,0.6035857876582056,0.6665435656692384
S0193,23,Female,Design,59,52.24556494978079,47.118625944494816,0.41351653028995916,0.4109425523501099,Technician,0.5036199379736014,0.713272849305038
S0194,25,Male,IT,84,88.0503961747696,96.0249653800882,0.03981143944575383,0.6043044198214789,Business Analyst,0.8670799971584237,0.5696483447035504
S0195,28,Male,Design,46,68.58620332011716,81.0319871101206,0.2739880994699718,0.6300186806188274,Technician,0.9526728664990757,0.511136227533612
S0196,26,Other,Design,53,69.622909311474,71.89432916120387,0.9556494672664894,0.4173829418004733,Technician,0.40485988961814434,0.9345608071405174
S0197,22,Other,IT,48,87.71324866735114,41.95954364706975,0.9536326078296895,0.14431204368748152,Designer,0.5063505532808124,0.7770643581052281
S0198,18,Male,Healthcare,98,95.92132160727044,68.5357715093205,0.3523270542525393,0.09355940691233555,Designer,0.9715163568041392,0.8043614710891082
S0199,20,Male,Business,99,97.54642972512741,64.46488630016394,0.043100108948324056,0.0166715505996331,Technician,0.27623894162314355,0.9634942374088977
S0200,27,Other,Engineering,94,78.85612930191604,49.67312871850736,0.17909493932818155,0.8735342642452146,Nurse,0.7923907753588136,0.8325600890568079
S0201,29,Female,Design,96,67.85605796502514,79.38457621003941,0.39221779343354013,0.23647491223869455,Designer,0.22523990233524627,0.8454267521699067
S0202,25,Male,Business,99,89.37745429293896,98.26905444209714,0.9477796979692298,0.21150674928176805,IT Support,0.681460115425272,0.8934843242183711
S0203,28,Other,Healthcare,58,62.55006916311501,73.73132866387151,0.14119906353718492,0.7360354004260655,Business Analyst,0.25361562763856416,0.5581742249287018
S0204,23,Female,Engineering,86,78.20370144167589,82.88519658663675,0.7635158436682122,0.32001611308739175,Business Analyst,0.8837333888313869,0.6800810766068958
S0205,25,Male,Engineering,91,67.92892307624366,44.107027153961006,0.10868253937469208,0.5060446924118366,IT Support,0.5614779437366768,0.9841039638516831
S0206,26,Female,Design,53,82.8315536853938,65.06001974901969,0.9812575773912768,0.1625110652974563,IT Support,0.18593364087438458,0.9614650390503032
S0207,21,Other,IT,95,62.019945644675346,46.981509109869755,0.381616499109135,0.9597457214619692,IT Support,0.22436917569848602,0.9420376481550924
S0208,18,Male,Healthcare,77,59.57964728674129,76.76775013219063,0.775234538899056,0.8515814000172374,IT Support,0.49384919570810026,0.7260442551694862
S0209,18,Female,Design,92,95.91195433377186,96.30892949284927,0.3425910828111318,0.8637896229650033,Data Analyst,0.9616020255748788,0.9285964767934028
S0210,27,Male,Healthcare,75,55.09018414747685,79.70666394829831,0.6276688771588087,0.4067737485720052,Business Analyst,0.7696421638836545,0.5241979409728827
S0211,21,Female,IT,79,75.29789538674657,44.608182898865294,0.19201608474003673,0.7623612137071728,Data Analyst,0.4883096428258451,0.5742587121285587
S0212,29,Other,IT,56,61.04263914815044,61.27997229910497,0.14602101929696254,0.14387615538978016,Technician,0.3377191445622171,0.7069838492420271
S0213,24,Other,Design,69,51.94649816628337,73.03980276645109,0.9380641395681313,0.008619002591780278,Technician,0.5492684933484426,0.7416960333410632
S0214,19,Male,IT,48,51.80094091457132,64.19246536799514,0.9176472779044335,0.019972932578028124,Business Analyst,0.7483608334286197,0.6317535767604284
S0215,20,Female,Business,72,58.76108860529136,90.01864062851034,0.8874689402128824,0.5866017374045605,Technician,0.7839285884528,0.6782383354238937
S0216,18,Male,Engineering,95,93.33851772530002,88.88026028259935,0.6254334501665935,0.4553949052479408,IT Support,0.32460879809694465,0.5813880505126844
S0217,22,Male,Design,91,64.12393719885134,76.7098612061933,0.8082682112162782,0.5180153489085197,Data Analyst,0.7211592682138772,0.7445670158579536
S0218,18,Female,Healthcare,64,97.52295852876479,62.40747670796232,0.06903693691137491,0.007463140417219405,IT Support,0.6577887800361861,0.8969216464339307
S0219,25,Female,Business,53,79.08111464945968,55.32018242579465,0.33478904189067915,0.4226866196574257,Technician,0.9591122919962939,0.8306801968306529
S0220,18,Female,Design,50,71.8307094884383,46.35245909278776,0.3137031247571562,0.7180681612008608,Designer,0.9310902905080148,0.5538961236827706
S0221,28,Other,IT,92,79.00444173347273,61.29386100919324,0.6356453219526133,0.44269370196743585,Data Analyst,0.789379325603577,0.7437908016983581
S0222,18,Male,IT,74,75.83491926131339,64.79035103246318,0.3559577734706405,0.7322192063122223,IT Support,0.7233946888549284,0.8488231913898625
S0223,19,Male,IT,80,87.93881268786626,80.54937550624442,0.1485067816436808,0.23301896439683478,Business Analyst,0.27404158970427583,0.7649476482769706
S0224,19,Other,IT,98,64.12480329864262,79.48958945785441,0.5964670754135437,0.8131420044817255,IT Support,0.8459652560985333,0.6958377982677745
S0225,29,Female,Healthcare,53,67.65251958001512,44.20648837847541,0.8143839206690815,0.5884312404534523,Designer,0.42750570371336616,0.8109572106419392
S0226,23,Other,Business,69,94.70471512666253,63.715558925869466,0.3821234944599732,0.21076309942990623,Technician,0.2722405425060447,0.9843193326501378
S0227,24,Other,Engineering,80,97.32282565752027,50.90673203304171,0.1322687150984817,0.23672047585383293,Data Analyst,0.3841607579534625,0.547453954883039
S0228,22,Other,Healthcare,43,94.62791137432373,49.40876231900834,0.19668819731282305,0.628030464569537,Business Analyst,0.8359354900165079,0.6950080303737803
S0229,18,Male,Healthcare,98,70.97239969786568,89.63812898423475,0.23748330516938398,0.8299395932124434,Data Analyst,0.148633215577885,0.7033029265230478
S0230,18,Other,Engineering,43,89.01827515034408,42.514913002975455,0.2998975929945362,0.4156277820291552,Business Analyst,0.45615874111982246,0.7884836552341855
S0231,20,Male,Engineering,67,73.81678666505493,65.15097255412728,0.6427950705063091,0.2583004291275922,Data Analyst,0.4923575945294897,0.576087300940959
S0232,19,Male,IT,47,74.87699260730511,50.09221934599109,0.600945484537719,0.8670116069106004,Technician,0.0366296975988194,0.5883215149352348
S0233,22,Male,Healthcare,41,60.234005452864196,92.75981294070844,0.6960798615670392,0.6692682917508349,Business Analyst,0.19574602954816533,0.6426806929989273
S0234,29,Female,Design,80,79.55651516292582,73.42243079650211,0.36250198453151317,0.4480854872830765,Nurse,0.8267424285758564,0.9779350216342597
S0235,27,Male,Engineering,85,59.306794887667394,53.88283818261088,0.8239976518799783,0.48790019527930184,Data Analyst,0.8307673885947606,0.8670542906154513
S0236,23,Male,Engineering,61,66.5782349533597,70.14563722998258,0.20408766115576027,0.2042564679363964,Data Analyst,0.292415083884248,0.8308466508457516
S0237,24,Female,Business,80,92.75151008099675,83.88918158218695,0.46904074751815394,0.6268026300648439,IT Support,0.8748972345979262,0.9084788436971312
S0238,21,Male,Design,95,60.35379046054276,97.48708053516603,0.8009387215414303,0.35874251054288864,Business Analyst,0.7717829390683478,0.5637882344583465
S0239,24,Other,Design,94,53.557914258671644,53.226760254725136,0.18015864773261925,0.9956451766743493,Designer,0.41790748379540943,0.9296664098618759
S0240,28,Other,Engineering,55,53.45037963064082,93.1709063277607,0.10986311374078295,0.48018351526188785,Nurse,0.7484063444050378,0.797416356943752
S0241,25,Male,IT,68,97.03922602515539,96.05824685004941,0.8836839676879897,0.4858856061896132,Technician,0.9613346311948062,0.6676645037294677
S0242,28,Female,Business,88,75.34602189809173,94.98523267192397,0.3429296627591959,0.5658517874106719,IT Support,0.4589697180653488,0.9079276278728452
S0243,18,Other,Design,87,70.47060359085091,78.12486141171459,0.683870124909032,0.9167560031187467,Nurse,0.23842717895348364,0.901282267174312
S0244,23,Female,Engineering,69,90.54392905039592,77.78923926608246,0.02534860426393848,0.8008180998597503,Business Analyst,0.9418165000501558,0.9228542908583636
S0245,25,Female,Design,51,91.79129639552579,64.19263799102936,0.6900468884094496,0.4511300697978414,Nurse,0.6037442885632565,0.5577589500534911
S0246,22,Other,Business,74,66.60955165578022,85.14387293822728,0.3161013115469705,0.718699265972796,Data Analyst,0.10526516248042528,0.984680622497888
S0247,21,Female,Business,50,84.68090287368976,71.87764110105591,0.05574085358744174,0.5862354987807616,Data Analyst,0.5726828158566895,0.9798130768948656
S0248,19,Other,Healthcare,85,88.55614079259433,80.64628427369766,0.609812761548117,0.4923670487012489,IT Support,0.5005808894482987,0.6787348227508707
S0249,23,Female,Engineering,89,82.73253434329773,65.70747423092773,0.24080381607317325,0.19231577278435052,Business Analyst,0.8555888940755634,0.5329470091059598
S0250,23,Other,Business,60,57.57975374000497,83.88978784258833,0.38680724205188,0.4639362634548909,Business Analyst,0.5306951897635214,0.5835278347343928
S0251,28,Male,Healthcare,60,93.79415417585285,89.46829105627295,0.08058081228651359,0.24581858702257464,Nurse,0.25523243434428344,0.9964154127223486
S0252,18,Other,Healthcare,44,76.95472763680044,48.78617539616897,0.14716325109494532,0.9148421498516547,IT Support,0.6756440638648885,0.7815064715858315
S0253,26,Other,Design,87,64.12362131850018,89.97578293445369,0.29797723549584376,0.33540681349634693,Business Analyst,0.5425754525355801,0.678310899413026
S0254,29,Other,Design,59,71.2614092718847,72.41779190741843,0.08975950056015713,0.9522640145333723,Designer,0.23304462826687244,0.6441013469250194
S0255,28,Other,Healthcare,76,51.87855451994537,90.67995454541347,0.9108262646863152,0.5330552900947112,Designer,0.5736278579429078,0.6284958676554737
S0256,23,Female,Design,42,56.39334006112088,65.87810238046087,0.006047043183978418,0.6315443786761603,Data Analyst,0.8215355778896861,0.832076382527241
S0257,20,Male,Business,83,88.27733752579304,62.7424291229821,0.4838602188643114,0.5429404444893278,Nurse,0.028570917724010436,0.709693915759843
S0258,21,Other,IT,72,50.00058173776831,94.90364395103335,0.12324745813255145,0.1293806169667009,Technician,0.6308510386451117,0.9827053496843058
S0259,29,Female,Business,92,70.82829142411461,55.07015605290408,0.30767908947794853,0.37582121900794097,Data Analyst,0.34958519578439207,0.8419215153226807
S0260,28,Male,Healthcare,48,76.12550905427942,90.65273951716858,0.9260595598182655,0.09914611227762393,IT Support,0.29267144575942416,0.8960222955244805
S0261,21,Male,Healthcare,48,52.731721000048616,69.04123435056425,0.16169455327398685,0.6229540441833817,Business Analyst,0.39258775036111127,0.64637077429158
S0262,20,Male,Business,43,98.65390814861664,70.84572655307558,0.9658323197183326,0.4468741952004389,Data Analyst,0.34202266424798167,0.5395932045543129
S0263,27,Male,Design,74,61.3062665624836,58.50809688936904,0.2057943769894217,0.7779849715709368,Technician,0.8322391067084416,0.7439114186909406
S0264,20,Other,Design,56,65.20993598181404,74.38253203714095,0.7415661084668296,0.22047048099936983,Technician,0.27479781076790055,0.6572907732731137
S0265,20,Other,Healthcare,73,65.19712561275136,59.512671776572674,0.5466772648973117,0.16456605842933492,Designer,0.7331530231065854,0.6010415825039619
S0266,21,Female,Engineering,63,61.520833105867496,42.35616485449914,0.8844787275967592,0.4063322309637678,IT Support,0.09405982022858872,0.9763210654004306
S0267,24,Female,Design,71,50.07369110431557,56.31991632066136,0.5539932555031309,0.9265853832183811,Data Analyst,0.9513963724844156,0.7219941071710152
S0268,21,Female,Business,40,86.46723970439982,40.38274260439544,0.5345592191563087,0.7104218150124118,Nurse,0.6223166372485518,0.5873542960243928
S0269,26,Male,Design,47,98.34227498996427,98.7012872234114,0.1954580003683999,0.41892362479291867,Data Analyst,0.7067185770445601,0.5993253263405696
S0270,18,Male,Business,84,61.21467416425225,97.94483258918484,0.16622936205165872,0.5172721697543106,Designer,0.298039332094451,0.6403548712322971
S0271,25,Other,Healthcare,62,83.15235959017113,63.7093178483383,0.9164891511155142,0.08421301117709834,Technician,0.4120965687081146,0.9996581340948564
S0272,24,Male,Design,86,87.09481634793576,83.70225126037876,0.32783819885003407,0.9845758963761131,IT Support,0.22377838627097624,0.6340057502597987
S0273,19,Male,Business,79,92.42126895452623,60.7483659046255,0.37208225496289593,0.6664073046949189,IT Support,0.9325360858022239,0.6644009022892268
S0274,25,Male,Healthcare,51,71.13145985068046,80.26558942515857,0.7598236584283884,0.2854040684634225,Nurse,0.4881044471013777,0.8296640639920008
S0275,18,Female,Engineering,93,65.14654528202146,88.32580258275874,0.33882348242280735,0.5858083942152443,IT Support,0.63044811565799,0.6469806882051492
S0276,28,Female,Business,51,66.26475670115155,96.80537468153445,0.9520624466390027,0.10948236606899397,Designer,0.7342720305307154,0.6079021255298467
S0277,29,Other,Engineering,85,85.63106665492563,64.01273655098032,0.7379277689988003,0.9658366688075836,Designer,0.37110609109953896,0.5793185933247993
S0278,26,Male,Engineering,86,90.8389733252818,86.99787897736286,0.59742924257342,0.17478498788336594,Designer,0.7201016545391412,0.656341332513896
S0279,26,Male,IT,54,59.08069838783013,55.95570703792713,0.8808951605447525,0.6480303180552142,IT Support,0.6759924897563402,0.5529578448143868
S0280,19,Other,Design,80,68.54705040788826,99.4199382276189,0.04960590834948275,0.24545446253893044,IT Support,0.7056593338739465,0.5093232932073914
S0281,24,Male,Business,58,95.0970098374575,41.54617592586107,0.25706269218920874,0.7175613826485358,Designer,0.4892299002046129,0.9023208486673386
S0282,27,Male,Engineering,65,90.33467598473696,76.21172839006726,0.46503633422090995,0.7768213672402811,IT Support,0.3829373822916171,0.5689474712072883
S0283,20,Female,IT,91,99.2429201381238,79.57035889907962,0.22697853947152102,0.6734197289114326,IT Support,0.22208218820898984,0.8879884249076211
S0284,24,Other,Healthcare,68,87.71241298410403,81.28273342444773,0.7439051873021519,0.6144994602551925,Technician,0.8246263528008929,0.8987712394933298
S0285,29,Other,Business,61,69.65976005139612,47.22325472734534,0.9192080310537252,0.8924690939520117,Data Analyst,0.6083500465316787,0.7689597631646216
S0286,27,Other,Engineering,79,79.53189169973189,96.31178700838782,0.4237701199309234,0.07862671098975804,Business Analyst,0.444352196097495,0.6548409791564758
S0287,26,Other,Design,60,83.05071271236602,50.870996743004966,0.34213260011189495,0.3309147657801952,IT Support,0.9439959067106114,0.5725163668749442
S0288,21,Female,IT,90,53.922790815856196,77.36520419439046,0.9615507321375663,0.24828747963084596,Business Analyst,0.04783881250703881,0.8684025533604995
S0289,29,Female,Engineering,77,77.22484795519325,53.3605647473851,0.44485243282754083,0.9880139620654216,Business Analyst,0.8501719452050476,0.800693492990893
S0290,18,Male,Design,59,85.46604142363049,58.43298502127625,0.4890484004492832,0.3893897796668735,Technician,0.9975825929459724,0.8277267282467821
S0291,19,Male,Engineering,96,58.366065200053015,72.78751250368745,0.35164987234190537,0.7326126992403987,IT Support,0.8869421108828673,0.5043345449225656
S0292,18,Male,Business,68,89.03158587127785,65.03160511387459,0.9095484730121384,0.6847251638810046,Designer,0.8104365856156253,0.9637585078539123
S0293,29,Male,Business,90,79.18863902570558,49.61353605859038,0.5689554832818507,0.21208123747737773,Business Analyst,0.37430599340632464,0.5331450937232751
S0294,22,Female,Business,43,97.61108928487974,50.2561841452509,0.7621745871816447,0.23899768021155132,IT Support,0.2313141822622935,0.6834029425700028
S0295,22,Other,IT,94,52.12111491034459,65.08868728976798,0.8118067183508864,0.2812845635530341,Nurse,0.7348505204996011,0.7013558248258501
S0296,28,Female,Business,46,63.266306877773346,85.43697869653005,0.3418490419172582,0.4111272782593792,Designer,0.3045753662885684,0.5006777622489744
S0297,24,Male,Design,67,80.0776939649912,93.87787881086732,0.43369433132038004,0.2343250656505268,Nurse,0.17603968215497068,0.7485446546753985
S0298,26,Female,Engineering,67,64.82799561029654,45.04765973556297,0.8484717744062646,0.019651482746847804,Nurse,0.7865258871035913,0.876404497255505
S0299,26,Other,Healthcare,43,85.72120820356211,63.58623445356406,0.36325535167581025,0.8793930568071955,Business Analyst,0.3125436522367222,0.9116343265573861
S0300,20,Other,Design,61,87.95026412609656,46.014733823372595,0.7939351334518513,0.9656098313808841,Nurse,0.9144417294873384,0.9396984966529423
S0301,20,Female,Design,51,55.125798203323725,40.99554883795587,0.9409923225744371,0.34157038703156795,Technician,0.8406326448191253,0.7438594341576847
S0302,20,Female,Business,84,75.69272321033839,79.7031209586374,0.623210373068007,0.33850687942547286,Technician,0.8476403295092552,0.8153180952648252
S0303,21,Female,IT,42,75.4445277795528,76.14696651799527,0.7416272874518889,0.007091812774370987,Business Analyst,0.7715697260558262,0.5397598566482493
S0304,25,Male,Engineering,61,68.46403851077706,49.78114682889317,0.8050973120411349,0.680250688330374,IT Support,0.8808814237747367,0.744019112140875
S0305,23,Female,IT,83,96.6462431284836,54.02876998558385,0.8450396488966425,0.8254398957486287,Data Analyst,0.8057468921781201,0.5774078774358676
S0306,25,Female,Engineering,41,91.37531599366106,41.4224652186711,0.39505333785679597,0.14660830036000316,IT Support,0.6025113635747287,0.6848215588112607
S0307,18,Female,Engineering,63,84.86046909548185,90.09683234166422,0.05126345917599817,0.15966634936715074,IT Support,0.29582271858186315,0.6646526564322996
S0308,25,Other,IT,73,85.71633178674988,98.4814357629131,0.4018762712367395,0.7900832499714378,IT Support,0.888209193214149,0.7117702886207541
S0309,21,Other,Design,66,73.08580719065596,48.127572207681446,0.6737562297840898,0.6162907483541447,IT Support,0.8406036227731919,0.7858183089870663
S0310,28,Male,Engineering,94,96.0497260548288,53.888512825917886,0.4503503857807928,0.04486055762771701,Designer,0.47287932221054507,0.9514383235314979
S0311,18,Male,IT,80,84.72977136266427,92.10457143681604,0.7489631508603986,0.6225469904622817,Data Analyst,0.03907868600195519,0.6972423156737526
S0312,25,Other,Engineering,40,86.44905308279081,95.5878278773711,0.3569824294686639,0.30891772284376606,Designer,0.6385437274019135,0.9905655978557754
S0313,21,Other,Healthcare,47,93.08454518936726,65.17764296840862,0.6347441411040295,0.36872515547084594,Nurse,0.05059685367658173,0.8795140240256014
S0314,23,Other,Design,62,63.70357946710955,43.03734833614445,0.18641980485397458,0.7697314182968802,IT Support,0.9262799618484072,0.7557405233941916
S0315,25,Female,Business,77,90.35354519333515,42.36351002156916,0.7493694366449569,0.8109351926726106,Technician,0.961631256625307,0.8220132185559721
S0316,21,Female,Engineering,45,59.7620301478246,74.43699196414062,0.5456959688130258,0.40035662683983064,Business Analyst,0.18949014589960422,0.5511120855659722
S0317,20,Other,Healthcare,61,67.26709761224438,63.57370653359074,0.20406438854660058,0.9471529360063548,Business Analyst,0.67638937805491,0.9222607656568274
S0318,26,Female,Business,64,66.78052271349213,41.71914565465927,0.29191117349780726,0.40646271795207223,Designer,0.09226900456276277,0.7911787275319829
S0319,20,Female,Business,57,98.92627341945703,74.99514353875341,0.7486087085818324,0.7718360352301099,Designer,0.7295169285731221,0.9930337401048008
S0320,26,Male,Engineering,56,92.82686118739633,40.67815219534135,0.4826012356615207,0.48387726456425906,Technician,0.3472876661526746,0.8182143718764245
S0321,19,Other,IT,51,85.05849307951298,87.24231748895639,0.2160314403930722,0.897532326522084,IT Support,0.6810501117304453,0.9170557916331625
S0322,19,Other,Engineering,45,86.35283808076952,58.385969362202296,0.9672711903702976,0.9077612436501786,Data Analyst,0.37287650920217785,0.8998813713976199
S0323,19,Female,Healthcare,65,78.10363972012856,42.41548018055393,0.7151250198168879,0.08741680787108386,Nurse,0.14556750983323574,0.6727305757341344
S0324,23,Other,Business,66,97.35453335542596,75.3011332589892,0.9571348325397961,0.9364933313102257,Business Analyst,0.40610998050255787,0.6298053126166059
S0325,20,Male,Engineering,47,74.81293764411808,63.86106486598328,0.4271050453603432,0.8255348415204157,Nurse,0.11267352663479002,0.715246791715755
S0326,26,Male,IT,58,69.02588549349473,98.42802480142896,0.47510034069172047,0.7913107143126669,Data Analyst,0.5768832749769458,0.7336206722044185
S0327,21,Male,Engineering,99,58.15176684657955,72.65191975022213,0.8979552161850192,0.20091133968552244,Designer,0.040951532149479775,0.6200423509683219
S0328,18,Other,Design,81,89.31028261305289,56.514350862220496,0.5250493402453846,0.8051192087546649,Business Analyst,0.5273196795998597,0.9472989366754859
S0329,21,Other,IT,40,86.72219660377957,82.56633187803848,0.7072789119056672,0.8501327346850368,Nurse,0.8863686470955409,0.7712739311503229
S0330,18,Other,Healthcare,96,69.21775192620674,56.28952015256268,0.25217287749552997,0.28915033445415095,Designer,0.8378732701193627,0.9892221960767849
S0331,22,Other,Business,68,51.25967069796147,94.25459748445391,0.44672646870264054,0.9522600783623237,Data Analyst,0.8827816996264968,0.9050088890231316
S0332,21,Other,Engineering,84,91.94986638590053,62.483318230442585,0.12344986581035511,0.04986014639916425,Nurse,0.9220488021271073,0.777852430195973
S0333,25,Male,IT,88,50.57089917270368,72.99211376657232,0.20598003587696168,0.14990925324713966,IT Support,0.10452788787569423,0.9735201390721796
S0334,25,Female,Design,74,85.18498898145255,43.03438622945373,0.000943415267631087,0.5375811380515143,Designer,0.12874720287571306,0.7524374075476535
S0335,24,Male,IT,79,98.51285548630285,65.56727427713385,0.03926505164866023,0.5757924711223097,Data Analyst,0.5570068063131286,0.9435532562593352
S0336,20,Other,Design,53,71.88306640741017,89.9418123796597,0.9772838231769293,0.6451500833009034,Nurse,0.8939726684244292,0.6790723905979028
S0337,18,Male,Healthcare,74,61.74867024979764,88.33892832180052,0.2423536951367623,0.016969129315466458,IT Support,0.9743494565240307,0.689321191702047
S0338,18,Other,Business,87,85.24355050216909,53.45911353121157,0.663310709504002,0.9603667746221303,IT Support,0.04626191733999996,0.7090653414854655
S0339,29,Other,Healthcare,84,90.85640710077925,53.56474426063376,0.8390996987996115,0.04458809273414399,Data Analyst,0.35577408420066015,0.7733128229716231
S0340,28,Male,Engineering,59,77.32151580389237,89.03831873279421,0.5506604592365643,0.14306195272340239,Technician,0.21289425465999345,0.776745135099412
S0341,20,Other,IT,95,98.35176376280731,95.82390521015952,0.1531445000839562,0.01401451752605698,Business Analyst,0.7559658489312481,0.748199460838542
S0342,23,Female,Design,88,52.583436082898054,45.72165527638021,0.7281164373361664,0.5668584332940947,Data Analyst,0.640193868537032,0.6530004867915837
S0343,24,Other,Design,52,75.2397799152264,67.00351836557351,0.600251410099583,0.9322668839209722,IT Support,0.11988803148384541,0.9636032323954156
S0344,23,Female,IT,77,85.9226973661275,60.24725673785374,0.7312505893473751,0.6659471660804642,IT Support,0.4835220673649715,0.7942930486746271
S0345,23,Female,IT,88,93.13202355745895,92.24130732744635,0.7697466228570872,0.8226574684804273,Data Analyst,0.6854405223712914,0.7038696080957975
S0346,23,Other,Engineering,85,58.9627805953895,45.01149488080112,0.9754103676847451,0.013281203458580082,Technician,0.7790053939240377,0.8255884803718091
S0347,20,Male,Healthcare,88,90.00017408818407,52.66755655348224,0.57356328002671,0.5420152984797261,Business Analyst,0.020052709784008527,0.8839833789049025
S0348,23,Female,Design,47,77.63535378592726,85.14810025518966,0.3416411126906018,0.4595629775055219,Nurse,0.8904695739838898,0.9803640441141215
S0349,25,Male,Engineering,82,69.82768409949816,43.077630938872936,0.6484645569002371,0.49896794422079305,Data Analyst,0.5692813829505244,0.7497745811337913
S0350,28,Female,Healthcare,59,56.58575142895468,69.55212284285736,0.06844070924262613,0.07221318533518795,Business Analyst,0.8119091149599047,0.5560492551753794
S0351,28,Other,Engineering,99,93.26478794544562,66.52642208078319,0.8973973183215863,0.6844353610693075,Business Analyst,0.8079380300142834,0.7203829007182707
S0352,19,Other,Design,72,57.863660408985766,60.06407073932492,0.11938101133819679,0.5032204148586344,Designer,0.18985266027096914,0.7394852807267357
S0353,22,Female,IT,65,65.48939296045496,63.67433891913542,0.32784283788581825,0.765148849861264,IT Support,0.1101721202536331,0.9484970390928369
S0354,18,Other,IT,78,64.50227659812184,71.79643521581397,0.8157453806261209,0.48529063406171535,Nurse,0.7212872689738267,0.6974003842314765
S0355,29,Female,Healthcare,60,93.57070170954272,49.68204150330298,0.5973123783307118,0.14938163622643208,Data Analyst,0.15642691882161908,0.9766621324435691
S0356,18,Other,Business,92,83.63514971044489,74.31975269701556,0.3936355202774421,0.648256954077822,IT Support,0.8499374914047237,0.7425659538571674
S0357,22,Male,Healthcare,88,89.83406985956861,88.32593975799918,0.4734356593750214,0.17238636210516622,Designer,0.7261894838621051,0.9868902504894644
S0358,29,Other,Business,81,62.52339493962495,85.60965578740954,0.8545473932021803,0.8723945633548149,Designer,0.8418253643652626,0.5040991605654811
S0359,20,Male,Engineering,82,81.24370498034995,49.23399428162642,0.34000438605989214,0.6131162390692415,IT Support,0.2990126796093461,0.9494076874031734
S0360,21,Other,Engineering,93,78.58729915718743,48.954968184488436,0.8696496848121713,0.15720388355695425,Technician,0.31659806041056904,0.9655602259716753
S0361,20,Male,Design,80,91.64151883941355,56.0904620646948,0.08813443097669149,0.9623380574812068,Business Analyst,0.6712215563463176,0.9805104678826067
S0362,18,Other,Business,48,95.30435302406303,61.66448358046223,0.7767984372086307,0.5183654633353206,Data Analyst,0.03144595505894754,0.5065382670873074
S0363,18,Male,Design,63,50.60783857386934,64.50733488450896,0.8475476330547363,0.072898451871655,Data Analyst,0.7264967463374227,0.5858504182751545
S0364,29,Female,IT,76,83.70099595293964,80.78183301000072,0.18181765283733875,0.6268329044150672,Data Analyst,0.8357830708546012,0.8268822515466181
S0365,29,Female,Business,88,52.59178995598645,43.40082592995012,0.43034653237220044,0.2531989070128102,IT Support,0.415163586604104,0.5127363458675536
S0366,22,Male,Healthcare,80,77.44293325386779,42.08036225356398,0.16549977466365562,0.8036934518773025,Technician,0.7648788300884687,0.5318044980882504
S0367,23,Other,IT,56,64.38163645218391,63.51463377663454,0.7066041289942178,0.8178220735661906,Nurse,0.17461091698226194,0.610539436846721
S0368,20,Male,IT,63,65.33882997610706,81.82982152827883,0.5353477680616567,0.9789473558546619,Designer,0.3222603938194847,0.7562198843719421
S0369,29,Other,Healthcare,60,67.64792517261783,51.60612057738895,0.635323346708321,0.5018695310245037,IT Support,0.9743049631104774,0.7729512796334037
S0370,26,Female,IT,90,81.0646224524805,78.49026887537511,0.19648696695621115,0.45495687972773713,Nurse,0.9863281735601263,0.5171305613967522
S0371,22,Other,Business,98,66.70249828343846,55.58968827641797,0.21174586205241952,0.7534756054464806,Designer,0.512605053021588,0.5851836253907656
S0372,25,Female,Design,78,86.63495252951401,93.16516652881097,0.04149732550990637,0.13247065634192656,Designer,0.9342697914638769,0.7498528366673276
S0373,18,Other,IT,94,70.22636927869348,93.741396655997,0.3220675351957297,0.5469155137931242,Technician,0.5227306780568546,0.7969703104717026
S0374,22,Other,Business,80,53.41766001549793,57.83723225687959,0.559744661333675,0.5462476001308509,Business Analyst,0.2915881281611573,0.5742008482431077
S0375,20,Other,Engineering,78,89.18799212420537,53.79962523779443,0.8579349139973288,0.08947312281038722,Data Analyst,0.26689928809877184,0.6994207059734854
S0376,29,Male,Business,52,64.2879162296353,64.67823832397387,0.6669274474586807,0.41798408550691357,Nurse,0.9295057053681488,0.9522007182584762
S0377,18,Male,Design,50,71.63834397996314,54.431895110808924,0.43539632339975143,0.853284798567202,IT Support,0.1724463889738591,0.999449643523086
S0378,21,Female,Business,85,84.27219416109509,80.34303059750222,0.9531201143941378,0.8561536219946603,Nurse,0.5796324582018182,0.9936072274155706
S0379,22,Female,Healthcare,58,66.6228078574356,89.56388107289713,0.7192452005758319,0.099237664919681,Business Analyst,0.5555250680627196,0.9408372551434362
S0380,24,Male,Design,50,52.82928280733578,80.38552785467303,0.93016520286255,0.09072088274783086,Data Analyst,0.7396216846529949,0.6973300439749729
S0381,18,Female,Engineering,52,68.69605235064068,89.46102683496096,0.5275879732721657,0.2626954770019353,Nurse,0.49924290752477474,0.8432871460373921
S0382,20,Male,Healthcare,85,97.22242913471517,63.819529732448444,0.2589042747931396,0.8747660625539935,Business Analyst,0.2722856607081342,0.7082961138920993
S0383,19,Other,Business,84,82.08671986492791,49.37901824253165,0.052826686364721986,0.12890258507349894,IT Support,0.16939649963157855,0.8242635134121015
S0384,26,Female,Design,40,83.57395743336035,84.27705684385552,0.7260848514838505,0.7199968026274463,Technician,0.6208188035058918,0.6547162354847416
